State,Pollster,Date,Type,Sample,Dem,GOP,Kennedy,Stein,Oliver,West,Matchup,Partisan,Private,"Sample
size[b]","Others/
Undecided"
PA,North Star,10/26/2024,LV,600,47.0,47.0,,,,,Y,,,,
NH,Praecones Analytica,10/26/2024,RV,622,50.0,50.0,,,,,Y,,,,
MA,Emerson,10/26/2024,LV,1000,60.0,37.0,,,,,Y,,,,
OH,JL Partners,10/26/2024,LV,997,44.0,53.0,,,,,Y,,,,
NV,Redfield,10/27/2024,LV,531,47.0,47.0,,1.0,1.0,,Y,,,,
AZ,Redfield,10/27/2024,LV,901,47.0,49.0,,,,,Y,,,,
FL,FAU,10/27/2024,LV,,44.0,53.0,,,,,Y,,,,
WI,Redfield,10/27/2024,LV,746,49.0,47.0,,0.0,1.0,,Y,,,,
PA,Redfield,10/27/2024,LV,1116,48.0,48.0,,1.0,1.0,,Y,,,,
MI,Redfield,10/27/2024,LV,728,49.0,48.0,,,,,Y,,,,
MI,Susquehanna Polling & Research,10/27/2024,LV,400,52.0,47.0,,,,,Y,,,,
National,Morning Consult,10/27/2024,LV,,50.0,47.0,,,,,Y,,,8807,
GA,Redfield,10/27/2024,LV,1112,47.0,48.0,,0.0,1.0,,Y,,,,
NY,Cygnal,10/27/2024,LV,600,57.0,39.0,,,,,Y,,,,
National,Ipsos/Reuters,10/27/2024,LV,,47.0,46.0,,,,,Y,,,975,
National,Noble Predictive,10/27/2024,LV,,49.0,46.0,,2.0,1.0,,Y,,,707,
NC,Redfield,10/27/2024,LV,770,46.0,48.0,,1.0,1.0,,Y,,,,
WI,InsiderAdvantage,10/27/2024,LV,800,48.0,49.0,,,,,Y,,,,
MI,Emerson,10/27/2024,LV,1000,48.0,49.0,,,,,Y,,,,
MI,InsiderAdvantage,10/27/2024,LV,800,47.0,48.0,,,,,Y,,,,
MD,UMD/YouGov,10/27/2024,LV,570,61.0,34.0,,,,,Y,,,,
AZ,RABA,10/27/2024,RV,589,45.0,43.0,,,,,Y,,,,
MI,EPIC-MRA,10/27/2024,LV,600,48.0,45.0,,,,,Y,,,,
PA,InsiderAdvantage,10/27/2024,LV,800,47.0,48.0,,,,,Y,,,,
MN,SurveyUSA,10/27/2024,LV,,51.0,43.0,,,,,Y,,,,
WY,University of Wyoming Survey & Analysis Center,10/27/2024,LV,662,28.0,63.0,,,,,Y,,,,
MI,Suffolk,10/27/2024,LV,500,47.0,47.0,,,,,Y,,,,
ME1,SurveyUSA,10/28/2024,LV,482,58.0,37.0,,,,,Y,,,,
WI,CNN/SSRS,10/28/2024,LV,736,51.0,45.0,1.0,1.0,,,Y,,,,
TX,Cygnal,10/28/2024,LV,600,43.0,51.0,,,,,Y,,,,
UT,Noble Predictive,10/28/2024,LV,695,34.0,54.0,,,,,Y,,,,
PA,Quinnipiac,10/28/2024,LV,2186,47.0,49.0,,,,,Y,,,,
PA,Monmouth,10/28/2024,RV,824,46.0,47.0,,,,,Y,,,,
PA,Beacon,10/28/2024,LV,1057,49.0,50.0,,,,,Y,,,,
PA,CNN/SSRS,10/28/2024,LV,819,48.0,48.0,,,,,Y,,,,
NC,Beacon,10/28/2024,LV,872,49.0,50.0,,,,,Y,,,,
NE1,YouGov,10/28/2024,LV,408,43.0,51.0,,,,,Y,,,,
PA,YouGov,10/28/2024,LV,,49.0,49.0,,,,,Y,,,,
ME,SurveyUSA,10/28/2024,LV,1079,51.0,43.0,,,,,Y,,,,
MI,WaPo,10/28/2024,LV,1003,43.0,46.0,,,,,Y,,,,
NC,SSRS,10/28/2024,LV,750,48.0,47.0,,,,,Y,,,,
AZ,Mitchell Research,10/28/2024,LV,610,48.0,50.0,,,,,Y,,,,
GA,SSRS,10/28/2024,LV,732,47.0,48.0,,1.0,1.0,,Y,,,,
MI,Beacon,10/28/2024,LV,988,49.0,49.0,,,,,Y,,,,
FL,Cygnal,10/28/2024,LV,600,43.0,48.0,,,,,Y,,,,
NE3,YouGov,10/28/2024,LV,404,25.0,70.0,,,,,Y,,,,
ME2,SurveyUSA,10/28/2024,LV,484,44.0,49.0,,,,,Y,,,,
NE,YouGov,10/28/2024,LV,1206,40.0,55.0,,,1.0,,Y,,,,
MI,CNN/SSRS,10/28/2024,LV,726,48.0,43.0,3.0,,,,N,,,,
NE2,YouGov,10/28/2024,LV,393,52.0,44.0,,1.0,,,Y,,,,
National,Navigator Research,10/28/2024,RV,,49.0,46.0,,,,,Y,,,1000,
National,HarrisX,10/28/2024,LV,,50.0,50.0,,,,,Y,,,1475,
National,JL Partners,10/28/2024,LV,,46.0,49.0,,,,,Y,,,1000,
AZ,DataOrbital,10/28/2024,LV,550,41.9,49.7,,,,,Y,,,,
AZ,AtlasIntel,10/29/2024,LV,1458,47.0,51.0,,,,,Y,,,,
MI,Mitchell Research,10/29/2024,LV,,48.0,49.0,,,,,Y,,,,
National,Big Data Poll,10/29/2024,LV,,50.0,50.0,,,,,Y,,,2814,
National,HarrisX,10/29/2024,LV,,51.0,49.0,,,,,Y,,,3718,
VA,Roanoke College,10/29/2024,LV,851,51.0,41.0,,,,,Y,,,,
NC,East Carolina,10/29/2024,LV,1250,48.0,50.0,,,,,Y,,,,
National,RABA,10/29/2024,LV,,48.0,44.0,,,,,Y,,,781,
CA,UC Berkely,10/29/2024,LV,4341,57.0,35.0,1.0,1.0,,,N,,,,
National,YouGov,10/29/2024,LV,,49.0,47.0,,1.0,,1.0,Y,,,1310,
National,Atlas Intel,10/29/2024,LV,,49.0,49.0,,,,,Y,,,1470,
MO,Remington,10/29/2024,LV,721,40.0,54.0,,,,,Y,,,,
GA,AtlasIntel,10/29/2024,LV,1429,48.0,51.0,,,,,Y,,,,
PA,AtlasIntel,10/29/2024,LV,1299,47.0,50.0,,,,,Y,,,,
NC,AtlasIntel,10/29/2024,LV,1665,49.0,48.0,,,,,Y,,,,
WI,AtlasIntel,10/29/2024,LV,1470,49.0,49.0,,,,,Y,,,,
MI,AtlasIntel,10/29/2024,LV,1665,48.0,49.0,,,,,Y,,,,
NH,Saint Anselm,10/29/2024,LV,2791,51.0,46.0,,,1.0,,Y,,,,
NV,AtlasIntel,10/29/2024,LV,1083,48.0,49.0,,,,,Y,,,,
CO,YouGov,10/30/2024,LV,570,52.0,44.0,,,,,Y,,,,
PA,Muhlenberg,10/30/2024,LV,460,49.0,47.0,,,,,Y,,,,
PA,Suffolk,10/30/2024,LV,500,49.0,49.0,,,,,Y,,,,
PA,Marist,10/30/2024,LV,1642,51.0,47.0,,,,,Y,,,,
WI,Marist,10/30/2024,LV,1549,50.0,48.0,,,,,Y,,,,
MI,Marist,10/30/2024,LV,1429,51.0,48.0,,,,,Y,,,,
CO,Keating Research,10/30/2024,LV,600,53.0,41.0,,,,,Y,,,,
MI,Echelon,10/30/2024,LV,600,48.0,48.0,,,,,Y,,,,
PA,Echelon,10/30/2024,LV,600,46.0,52.0,,,,,Y,,,,
WI,Echelon,10/30/2024,LV,600,49.0,49.0,,,,,Y,,,,
WI,TIPP,10/30/2024,LV,831,48.0,48.0,,,,,Y,,,,
AZ,Morning Consult,10/30/2024,LV,666,48.0,48.0,,,,,Y,,,,
GA,Morning Consult,10/30/2024,LV,1009,48.0,50.0,,,,,Y,,,,
AZ,Noble Predictive,10/30/2024,LV,775,47.0,48.0,,2.0,0.0,,Y,,,,
PA,WaPo,10/30/2024,LV,1204,48.0,47.0,,,,,Y,,,,
OH,Miami University,10/30/2024,RV,859,46.0,49.0,,,,,Y,,,,
VA,Cygnal,10/30/2024,LV,600,50.0,43.0,,,,,Y,,,,
National,TIPP,10/30/2024,LV,,48.0,48.0,,,,,Y,,,1265,
AZ,Data for Progress,10/30/2024,LV,1079,47.0,48.0,,,,,Y,,,,
NV,Data for Progress,10/30/2024,LV,721,49.0,47.0,,,,,Y,,,,
GA,Data for Progress,10/30/2024,LV,972,49.0,48.0,,,,,Y,,,,
CA,Cygnal,10/30/2024,LV,611,55.0,31.0,4.0,2.0,1.0,,N,,,,
IA,Selzer & Co.,10/30/2024,LV,808,47.0,44.0,,,,,Y,,,,
WI,AtlasIntel,10/31/2024,LV,673,49.0,49.0,,,,,Y,,,,
PA,Data for Progress,10/31/2024,LV,908,50.0,48.0,,,,,Y,,,,
AZ,AtlasIntel,10/31/2024,LV,1005,47.0,51.0,,,,,Y,,,,
National,Kaplan,10/31/2024,RV,,47.0,48.0,,,,,Y,,,671,
GA,AtlasIntel,10/31/2024,LV,1212,48.0,50.0,,,,,Y,,,,
National,Morning Consult,10/31/2024,LV,,49.0,47.0,,,,,Y,,,8918,
NE,Change Research,10/31/2024,LV,600,39.0,57.0,,,,,Y,I,,,
MI,AtlasIntel,10/31/2024,LV,1136,49.0,49.0,,,,,Y,,,,
GA,East Carolina,10/31/2024,LV,902,49.0,50.0,,,,,Y,,,,
National,Echelon,10/31/2024,LV,,50.0,48.0,,,,,Y,,,1328,
National,YouGov,10/31/2024,LV,,49.0,48.0,,,,,Y,,,1152,
PA,AtlasIntel,10/31/2024,LV,1738,48.0,49.0,,,,,Y,,,,
NV,Noble Predictive,10/31/2024,LV,593,49.0,48.0,,,,,Y,,,,
National,Atlas Intel,10/31/2024,LV,,48.0,50.0,,,,,Y,,,3490,
NV,AtlasIntel,10/31/2024,LV,845,47.0,51.0,,1.0,1.0,1.0,Y,,,,
NC,AtlasIntel,10/31/2024,LV,1373,47.0,51.0,,,,,Y,,,,
WI,YouGov,10/31/2024,LV,867,51.0,47.0,,,,,Y,,,,
GA,YouGov,10/31/2024,LV,939,47.0,50.0,,,,,Y,,,,
WI,Redfield,10/31/2024,LV,932,48.0,47.0,,,,,Y,,,,
WI,OnMessage,10/31/2024,LV,800,47.0,48.0,,,,,Y,,,,
AZ,YouGov,10/31/2024,LV,856,49.0,50.0,,,,,Y,,,,
WI,Morning Consult,10/31/2024,LV,540,48.0,48.0,,,,,Y,,,,
AZ,OnMessage,10/31/2024,LV,800,47.0,50.0,,,,,Y,R,,,
MI,Redfield,10/31/2024,LV,1731,47.0,47.0,,,,,Y,,,,
PA,YouGov,10/31/2024,LV,956,51.0,48.0,,,,,Y,,,,
PA,Redfield,10/31/2024,LV,800,48.0,48.0,,,,,Y,,,,
PA,OnMessage,10/31/2024,LV,800,47.0,49.0,,,,,Y,R,,,
MI,OnMessage,10/31/2024,LV,800,48.0,48.0,,,,,Y,R,,,
MI,YouGov,10/31/2024,LV,942,50.0,47.0,,,,,Y,,,,
NV,Redfield,10/31/2024,LV,690,47.0,48.0,,,,,Y,,,,
NV,YouGov,10/31/2024,LV,773,50.0,49.0,,,,,Y,,,,
NM,SurveyUSA,10/31/2024,LV,632,50.0,44.0,,,,,Y,,,,
NC,Redfield,10/31/2024,LV,1123,47.0,48.0,,,,,Y,,,,
PA,Morning Consult,10/31/2024,LV,1538,48.0,48.0,,,,,Y,,,,
NV,Emerson,10/31/2024,LV,700,48.6,48.3,,,,,Y,,,,
MI,Morning Consult,10/31/2024,LV,1108,49.0,48.0,,,,,Y,,,,
NC,YouGov,10/31/2024,LV,949,49.0,50.0,,,,,Y,,,,
GA,Redfield,10/31/2024,LV,1779,47.0,48.0,,,,,Y,,,,
NV,Susquehanna Polling & Research,10/31/2024,LV,400,44.0,50.0,,,,,Y,,,,
AZ,Redfield,10/31/2024,LV,652,47.0,48.0,,,,,Y,,,,
National,Ipsos,11/01/2024,LV,,49.0,46.0,,,,,Y,,,2267,
MA,MassINC,11/01/2024,LV,582,61.0,31.0,2.0,,,,N,,,,
National,HarrisX,11/01/2024,LV,,51.0,49.0,,,,,Y,,,,
FL,Morning Consult,11/01/2024,LV,2022,46.0,51.0,,,,,Y,,,,
MD,Morning Consult,11/01/2024,LV,472,64.0,31.0,,,,,Y,,,,
OH,Morning Consult,11/01/2024,LV,1254,44.0,53.0,,,,,Y,,,,
FL,Victory Insights,11/01/2024,LV,400,47.0,51.0,,,,,Y,,,,
AZ,FocalData,11/01/2024,LV,1779,48.0,49.0,,,,,Y,,,,
TX,Morning Consult,11/01/2024,LV,2120,45.0,52.0,,,,,Y,,,,
NC,Morning Consult,11/01/2024,LV,1056,47.0,49.0,,,,,Y,,,,
PA,FocalData,11/01/2024,LV,2373,50.0,48.0,,,,,Y,,,,
WI,FocalData,11/01/2024,LV,1799,50.0,47.0,,,,,Y,,,,
OH,FocalData,11/01/2024,LV,2161,44.0,53.0,,,,,Y,,,,
FL,FocalData,11/01/2024,LV,1250,45.0,52.0,,,,,Y,,,,
FL,Stetson University,11/01/2024,LV,452,46.0,53.0,,,,,Y,,,,
NC,FocalData,11/01/2024,LV,1987,48.0,48.0,,,,,Y,,,,
GA,FocalData,11/01/2024,LV,1850,48.0,49.0,,,,,Y,,,,
NV,FocalData,11/01/2024,LV,1324,48.0,47.0,,,,,Y,,,,
MI,FocalData,11/01/2024,LV,2092,50.0,45.0,,,,,Y,,,,
National,Marist,11/02/2024,LV,,51.0,47.0,,,,,Y,,,1297,
MI,Emerson,11/02/2024,LV,790,51.0,49.0,,,,,Y,,,,
National,Atlas Intel,11/02/2024,LV,,48.0,50.0,,,,,Y,,,2463,
GA,Emerson,11/02/2024,LV,800,49.0,50.0,,,,,Y,,,,
NV,Emerson,11/02/2024,LV,840,49.0,49.0,,,,,Y,,,,
NC,Emerson,11/02/2024,LV,860,49.0,50.0,,,,,Y,,,,
National,Emerson,11/02/2024,LV,,49.4,42.2,,,,,Y,,,1000,
National,Hart Research,11/02/2024,RV,,49.0,49.0,,,,,Y,,,1000,
MI,FAU,11/02/2024,LV,,49.0,47.0,,,,,Y,,,,
WI,Emerson,11/02/2024,LV,800,50.0,50.0,,,,,Y,,,,
IA,Emerson,11/02/2024,LV,800,45.0,54.0,,,,,Y,,,,
MA,UNH,11/02/2024,LV,744,60.0,34.0,,,,,Y,,,,
NV,Siena,11/02/2024,LV,1010,49.0,46.0,,,,,Y,,,,
NC,Siena,11/02/2024,LV,1010,48.0,46.0,,,,,Y,,,,
WI,Siena,11/02/2024,LV,1305,49.0,47.0,,,,,Y,,,,
GA,Siena,11/02/2024,LV,1004,48.0,47.0,,,,,Y,,,,
PA,Siena,11/02/2024,LV,1527,48.0,48.0,,,,,Y,,,,
MI,Siena,11/02/2024,LV,998,47.0,47.0,,,,,Y,,,,
AZ,Siena,11/02/2024,LV,1025,45.0,49.0,,,,,Y,,,,
PA,InsiderAdvantage,11/02/2024,LV,800,48.0,49.0,,,,,Y,,,,
AZ,InsiderAdvantage,11/02/2024,LV,800,46.0,49.0,,,,,Y,,,,
NC,InsiderAdvantage,11/02/2024,LV,800,47.0,49.0,,,,,Y,,,,
WI,InsiderAdvantage,11/02/2024,LV,800,48.0,49.0,,,,,Y,,,,
MI,InsiderAdvantage,11/02/2024,LV,800,47.0,47.0,,,,,Y,,,,
VT,UNH,11/02/2024,LV,1167,63.0,31.0,,,,,Y,,,,
RI,UNH,11/02/2024,LV,708,54.0,40.0,,,,,Y,,,,
WI,FAU,11/02/2024,LV,,49.0,48.0,,,,,Y,,,,
ME2,UNH,11/02/2024,LV,683,44.0,48.0,,,,,Y,,,,
MI,Mitchell Research,11/02/2024,LV,585,50.0,48.0,,,,,Y,,,,
ME1,UNH,11/02/2024,LV,801,60.0,36.0,,,,,Y,,,,
ME,UNH,11/02/2024,LV,1485,52.0,41.0,,,,,Y,,,,
NH,UNH,11/02/2024,LV,2814,51.0,46.0,,,,,Y,,,,
CA,Research Co.,11/03/2024,LV,450,64.0,32.0,,,,,Y,,,,
AZ,Emerson,11/03/2024,LV,900,49.0,51.0,,,,,Y,,,,
National,Research Co.,11/03/2024,LV,,48.0,46.0,,,,,Y,,,1003,
WI,Research Co.,11/03/2024,LV,450,49.0,46.0,,,,,Y,,,,
National,Leger,11/03/2024,LV,,49.0,49.0,,,,,Y,,,950,
NY,Research Co.,11/03/2024,LV,450,57.0,41.0,,,,,Y,,,,
NJ,Research Co.,11/03/2024,LV,450,57.0,40.0,,,,,Y,,,,
MN,Research Co.,11/03/2024,LV,450,51.0,44.0,,,,,Y,,,,
GA,InsiderAdvantage,11/03/2024,LV,800,48.0,49.0,,,,,Y,,,,
MI,Research Co.,11/03/2024,LV,450,49.0,47.0,,,,,Y,,,,
FL,Research Co.,11/03/2024,LV,450,44.0,51.0,,,,,Y,,,,
VA,Research Co.,11/03/2024,LV,450,51.0,45.0,,,,,Y,,,,
WA,Research Co.,11/03/2024,LV,450,54.0,39.0,,,,,Y,,,,
IA,SoCal,11/03/2024,LV,435,44.0,52.0,,,,,Y,R,,,
NM,Victory Insights,11/03/2024,LV,600,50.0,45.0,,,,,Y,,,,
MO,Research Co.,11/03/2024,LV,450,39.0,54.0,,,,,Y,,,,
AZ,Victory Insights,11/03/2024,LV,740,48.0,49.0,,,,,Y,,,,
